original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating,imdb_scaled
Billy Lynn's Long Halftime Walk,2016,"Action, Drama, Sport",113,"UK, China, USA",English,6.2,30.930984,44.0,62.0
The Gunman,2015,"Action, Crime, Drama",115,"USA, Spain, UK, France","English, Spanish",5.8,24.177137,16.0,58.0
The Canal,2014,"Horror, Mystery, Thriller",92,"Ireland, UK",English,5.9,0.075212,71.0,59.0
God's Not Dead,2014,Drama,113,USA,English,4.7,64.676349,12.0,47.0
Blockers,2018,Comedy,102,USA,English,6.2,94.017294,84.0,62.0
I Spit on Your Grave 2,2013,"Horror, Thriller",106,"USA, Bulgaria","English, Bulgarian",5.7,0.678604,0.0,57.0
Slow Learners,2015,"Comedy, Romance",96,USA,English,5.8,0.022272,73.0,58.0
Arrival,2016,"Drama, Mystery, Sci-Fi",116,"USA, Canada","English, Russian, Mandarin",7.9,203.388186,94.0,79.0
Wonder,2017,"Drama, Family",113,"USA, Hong Kong, Canada",English,8.0,323.253714,85.0,80.0
The Light Between Oceans,2016,"Drama, Romance",133,"UK, New Zealand, USA, India, Australia",English,7.2,25.975621,61.0,72.0
Poker Night,2014,"Crime, Mystery, Thriller",104,"Canada, USA",English,6.3,0.007457,50.0,63.0
Crimson Peak,2015,"Drama, Fantasy, Horror",119,"Canada, USA, Mexico",English,6.5,74.679822,72.0,65.0
The Second Best Exotic Marigold Hotel,2015,"Comedy, Drama",122,"UK, USA",English,6.6,85.978266,65.0,66.0
Plastic,2014,"Action, Comedy, Crime",102,UK,English,6.0,0.973987,17.0,60.0
A Million Ways to Die in the West,2014,"Comedy, Western",116,USA,"English, Navajo, Mandarin",6.1,87.189756,33.0,61.0
Lilting,2014,"Drama, Romance",83,UK,"English, Mandarin",7.2,0.247377,84.0,72.0
Get Hard,2015,"Comedy, Crime",100,USA,English,6.0,111.711453,28.0,60.0
Alice Through the Looking Glass,2016,"Adventure, Family, Fantasy",113,"USA, UK",English,6.2,299.457024,29.0,62.0
Going in Style,2017,"Comedy, Crime",96,USA,English,6.6,84.918541,47.0,66.0
Boss,2013,Action,143,India,Hindi,5.1,0.594283,0.0,51.0
Life After Beth,2014,"Comedy, Fantasy, Horror",89,USA,English,5.6,0.274717,44.0,56.0
Me and Earl and the Dying Girl,2015,"Comedy, Drama",105,USA,English,7.7,9.074749,81.0,77.0
Sweet Virginia,2017,"Action, Drama, Thriller",93,Canada,English,6.2,0.014725,79.0,62.0
Shut In,2016,"Drama, Horror, Mystery",91,"Canada, France, USA, India",English,4.8,13.082071,7.0,48.0
Hell or High Water,2016,"Action, Crime, Drama",102,USA,English,7.6,37.879877,97.0,76.0
Whiplash,2014,"Drama, Music",106,USA,English,8.5,48.98326,94.0,85.0
The Outcasts,2017,Comedy,95,USA,English,5.5,0.06125,56.0,55.0
Viral,2016,"Drama, Horror, Sci-Fi",85,USA,English,5.5,0.55176,50.0,55.0
Gloria,2014,"Biography, Drama, Music",126,Mexico,"Spanish, Portuguese",6.5,0.014701,99.0,65.0
Leatherface,2017,"Crime, Horror, Thriller",90,USA,English,5.0,1.476843,30.0,50.0
Ted 2,2015,Comedy,115,USA,English,6.3,215.863606,45.0,63.0
Hot Tub Time Machine 2,2015,"Comedy, Mystery, Sci-Fi",93,USA,English,5.1,13.081651,13.0,51.0
Ben-Hur,2016,"Action, Adventure, Drama",123,USA,"English, Persian, Greek, Arabic, Latin",5.7,94.061311,25.0,57.0
Love Is Strange,2014,"Drama, Romance",94,"USA, Greece","English, Russian",6.7,3.057388,93.0,67.0
Midnight Special,2016,"Drama, Mystery, Sci-Fi",112,"USA, Greece",English,6.6,6.740647,84.0,66.0
The Good Lie,2014,"Biography, Drama",110,"Kenya, India, USA, Canada, South Africa",English,7.4,3.396345,88.0,74.0
Star Trek Beyond,2016,"Action, Adventure, Sci-Fi",122,"USA, China, United Arab Emirates, Canada",English,7.1,343.471816,86.0,71.0
Kill Command,2016,"Action, Horror, Sci-Fi",99,UK,English,5.7,0.025427,75.0,57.0
Miss Julie,2014,"Drama, Romance",129,"Norway, UK, France, Ireland",English,5.4,0.527094,52.0,54.0
Fences,2016,Drama,139,"USA, Canada",English,7.2,64.414761,92.0,72.0
The Hunter's Prayer,2017,"Action, Thriller",91,"USA, Spain, Germany","English, German, French",5.6,0.23682,33.0,56.0
Me Before You,2016,"Drama, Romance",106,"UK, USA","English, French",7.4,208.314186,54.0,74.0
Approaching the Unknown,2016,"Drama, Sci-Fi, Thriller",90,USA,English,4.8,0.010232,43.0,48.0
Churchill,2017,"Biography, Drama, History",105,UK,English,6.1,6.724365,49.0,61.0
Hitman: Agent 47,2015,"Action, Crime, Thriller",96,"USA, UK, Germany, Canada",English,5.7,82.347656,9.0,57.0
I.T.,2016,"Crime, Drama, Mystery",95,Ireland,English,5.5,2.128301,9.0,55.0
The D Train,2015,"Comedy, Drama",101,"UK, USA",English,5.0,0.77478,53.0,50.0
Night at the Museum: Secret of the Tomb,2014,"Adventure, Comedy, Family",98,"UK, USA",English,6.2,363.204635,47.0,62.0
Miss Stevens,2016,"Comedy, Drama",86,USA,English,6.6,0.138535,91.0,66.0
Young Ones,2014,"Action, Drama, Romance",100,"South Africa, Ireland, USA",English,5.9,0.00774,50.0,59.0
The Boss,2016,Comedy,99,USA,English,5.4,78.844582,21.0,54.0
Game Night,2018,"Action, Comedy, Crime",100,USA,English,6.9,117.679066,85.0,69.0
The Grinch,2018,"Animation, Comedy, Family",85,"France, Japan, USA",English,6.3,511.595957,60.0,63.0
The Secret Life of Pets,2016,"Animation, Adventure, Comedy",87,"USA, France, Japan",English,6.5,875.457937,73.0,65.0
Fury,2014,"Action, Drama, War",134,"USA, China, UK","English, German",7.6,211.822697,76.0,76.0
The Remaining,2014,"Drama, Horror, Mystery",88,USA,English,4.3,2.297261,60.0,43.0
Blackhat,2015,"Action, Crime, Thriller",133,USA,"English, Mandarin, Spanish",5.4,19.652057,32.0,54.0
Everest,2015,"Action, Adventure, Biography",121,"UK, USA, Iceland","English, Russian",7.1,203.427584,73.0,71.0
The Sleepwalker,2014,Drama,91,"Norway, USA",English,4.9,0.005012,43.0,49.0
A Kind of Murder,2016,"Crime, Drama, Mystery",95,USA,English,5.3,0.091149,35.0,53.0
The Longest Ride,2015,"Drama, Romance",123,USA,English,7.1,62.944815,31.0,71.0
L.A. Slasher,2015,"Comedy, Crime, Drama",84,"USA, UK",English,3.3,0.002421,0.0,33.0
Absence,2013,"Horror, Sci-Fi, Thriller",84,USA,English,4.1,0.001031,22.0,41.0
The Christmas Candle,2013,"Drama, Family",100,"UK, USA",English,6.2,2.476775,21.0,62.0
Rosewater,2014,"Biography, Drama",103,USA,English,6.6,3.171593,76.0,66.0
Devil's Due,2014,"Horror, Mystery, Thriller",89,USA,"English, Spanish, Latin",4.1,36.92156,18.0,41.0
Sinister 2,2015,"Horror, Mystery, Thriller",97,"USA, UK, Canada",English,5.3,53.32915,16.0,53.0
The One I Love,2014,"Comedy, Drama, Romance",91,USA,English,7.1,0.596933,82.0,71.0
T2 Trainspotting,2017,Drama,117,UK,"English, Bulgarian, Scots",7.2,41.681746,81.0,72.0
Beauty and the Beast,2017,"Family, Fantasy, Musical",129,USA,English,7.1,1264.06438,71.0,71.0
Veronica Mars,2014,"Crime, Drama, Mystery",107,"USA, UK, France, Germany",English,6.8,3.485383,79.0,68.0
Thank You for Your Service,2017,"Biography, Drama, War",109,"USA, India",English,6.5,9.995692,77.0,65.0
Top Five,2014,"Comedy, Romance",102,USA,English,6.4,26.117471,85.0,64.0
The Interview,2014,"Action, Adventure, Comedy",112,USA,"English, Korean",6.5,11.782625,52.0,65.0
Pete's Dragon,2016,"Action, Adventure, Comedy",102,USA,English,6.7,143.695338,88.0,67.0
Starry Eyes,2014,"Drama, Fantasy, Horror",98,"USA, Belgium",English,6.0,0.01022,74.0,60.0
Annihilation,2018,"Adventure, Drama, Horror",115,UK,English,6.8,43.070915,88.0,68.0
The Pyramid,2014,"Action, Adventure, Horror",89,"USA, Morocco",English,4.6,16.861137,14.0,46.0
Mike and Dave Need Wedding Dates,2016,"Comedy, Romance",98,USA,"English, Chinese, Japanese",6.0,77.068246,38.0,60.0
A Haunted House 2,2014,"Comedy, Fantasy",86,USA,English,4.7,25.358716,8.0,47.0
The Old Man & the Gun,2018,"Biography, Comedy, Crime",93,"USA, UK","English, Spanish",6.7,17.860397,93.0,67.0
Pitch Perfect 2,2015,"Comedy, Music",115,USA,"English, German",6.4,287.144079,65.0,64.0
Tag,2018,"Action, Comedy",100,USA,"English, Spanish",6.5,78.130625,56.0,65.0
Ratchet & Clank,2016,"Animation, Action, Adventure",94,"Hong Kong, Canada, USA",English,5.6,13.385737,21.0,56.0
Strange But True,2019,Thriller,96,Canada,English,5.8,0.343038,54.0,58.0
Ride Along 2,2016,"Action, Comedy, Crime",102,USA,English,5.9,124.608438,13.0,59.0
"As Above, So Below",2014,"Horror, Mystery, Thriller",93,USA,"English, French, Latin",6.2,41.898409,26.0,62.0
Wish I Was Here,2014,"Comedy, Drama",106,USA,English,6.7,5.670776,47.0,67.0
Magic in the Moonlight,2014,"Comedy, Drama, Romance",97,"USA, France","English, French",6.5,51.029361,51.0,65.0
Life Partners,2014,"Comedy, Drama, Romance",93,USA,English,6.2,0.008265,67.0,62.0
The Shack,2017,"Drama, Fantasy",132,"USA, Canada, Hong Kong",English,6.3,96.942115,21.0,63.0
Nightcrawler,2014,"Crime, Drama, Thriller",117,USA,English,7.9,47.398992,95.0,79.0
Lucy,2014,"Action, Sci-Fi, Thriller",89,"France, Germany, Taiwan, Canada, USA, UK","English, Mandarin, French, Italian, German, Spanish, Korean",6.4,458.8636,67.0,64.0
Shaun the Sheep Movie,2015,"Animation, Adventure, Comedy",85,"UK, France, USA",None,7.3,106.209378,99.0,73.0
Red Sparrow,2018,"Action, Drama, Thriller",140,USA,"English, Russian",6.6,151.572634,45.0,66.0
Chef,2014,"Adventure, Comedy, Drama",114,USA,"English, Spanish",7.3,48.428048,87.0,73.0
Macbeth,2015,"Drama, History, War",113,"UK, France, USA",English,6.6,16.322067,80.0,66.0
I Origins,2014,"Drama, Romance, Sci-Fi",106,USA,"English, Hindi",7.4,0.481234,52.0,74.0
Insurgent,2015,"Action, Adventure, Sci-Fi",119,"USA, Canada",English,6.2,297.002527,28.0,62.0
My Old Lady,2014,"Comedy, Drama, Romance",107,"UK, France, USA","English, French",6.4,10.606667,62.0,64.0
Obvious Child,2014,"Comedy, Drama, Romance",84,USA,English,6.8,3.325417,90.0,68.0
The Signal,2014,"Drama, Mystery, Sci-Fi",97,USA,English,6.1,2.595622,61.0,61.0
John Wick,2014,"Action, Crime, Thriller",101,"USA, UK, China","English, Russian, Hungarian",7.4,86.081711,87.0,74.0
Kidnapping Mr. Heineken,2015,"Action, Crime, Drama",95,"Netherlands, Belgium, UK, USA","English, Dutch, German",6.1,3.184017,19.0,61.0
The Lazarus Effect,2015,"Horror, Mystery, Sci-Fi",83,USA,English,5.2,38.356892,16.0,52.0
The Hollow Point,2016,"Crime, Drama, Thriller",97,USA,English,5.4,0.009149,40.0,54.0
God's Pocket,2014,"Crime, Drama",88,USA,English,6.1,0.413567,37.0,61.0
The Pact II,2014,"Horror, Mystery, Thriller",96,USA,English,4.4,0.358981,23.0,44.0
ABCs of Death 2,2014,"Comedy, Fantasy, Horror",125,"USA, New Zealand, Canada, Israel, Japan, Nigeria","English, Japanese, Hebrew, Portuguese, French, Arabic, Filipino, German",5.4,0.007171,73.0,54.0
47 Meters Down,2017,"Adventure, Drama, Horror",89,UK,"English, Spanish",5.6,62.198461,53.0,56.0
Ad Astra,2019,"Adventure, Drama, Mystery",123,"China, USA","English, Norwegian",6.6,127.461872,83.0,66.0
Everybody Wants Some!!,2016,Comedy,117,USA,English,6.9,4.644472,87.0,69.0
The Transporter Refueled,2015,"Action, Adventure, Thriller",96,"France, China, Belgium, Monaco","English, Russian, French",5.2,72.62967,16.0,52.0
The Circle,2017,"Drama, Sci-Fi, Thriller",110,"United Arab Emirates, USA, France",English,5.3,40.656399,15.0,53.0
Zootopia,2016,"Animation, Adventure, Comedy",108,USA,English,8.0,1023.789075,98.0,80.0
Greater,2016,"Biography, Family, Sport",130,USA,English,7.3,2.00062,67.0,73.0
Happy Christmas,2014,"Comedy, Drama",82,USA,English,5.4,0.030312,76.0,54.0
Extraterrestrial,2014,"Action, Horror, Mystery",101,Canada,English,5.0,0.071103,29.0,50.0
Comet,2014,"Comedy, Drama, Romance",91,USA,English,6.8,0.01953,42.0,68.0
Hot Pursuit,2015,"Action, Comedy, Crime",87,USA,"English, Spanish",5.1,51.380201,7.0,51.0
Drive Hard,2014,"Action, Comedy, Crime",92,Canada,English,4.4,0.26703,8.0,44.0
Alvin and the Chipmunks: The Road Chip,2015,"Animation, Adventure, Comedy",92,USA,"English, Spanish",5.0,234.798636,15.0,50.0
The Purge: Anarchy,2014,"Action, Adventure, Horror",103,"USA, France",English,6.4,111.928365,57.0,64.0
Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",152,USA,English,6.4,873.637528,28.0,64.0
Term Life,2016,"Action, Crime, Drama",93,USA,English,5.5,0.243793,0.0,55.0
Dolphin Tale 2,2014,"Drama, Family",107,USA,English,6.4,57.824533,66.0,64.0
A Hologram for the King,2016,"Comedy, Drama, Romance",98,"UK, France, Germany, Mexico, USA","English, Arabic",6.1,9.169507,71.0,61.0
The Theory of Everything,2014,"Biography, Drama, Romance",123,"UK, Japan, USA","English, French",7.7,123.726688,80.0,77.0
The Girl in the Book,2015,Drama,86,USA,English,6.1,0.081379,92.0,61.0
The Guest,2014,"Action, Crime, Drama",100,"USA, UK",English,6.7,2.700051,91.0,67.0
The Hundred-Foot Journey,2014,"Comedy, Drama",122,"USA, India, United Arab Emirates","English, French",7.3,89.514453,67.0,73.0
Camp X-Ray,2014,"Drama, War",117,USA,English,6.9,0.079624,75.0,69.0
Cantinflas,2014,"Biography, Comedy, Drama",102,Mexico,"Spanish, English",6.5,17.998703,45.0,65.0
Ode to Joy,2019,Comedy,97,USA,English,6.4,0.022594,45.0,64.0
The Lego Ninjago Movie,2017,"Animation, Action, Adventure",101,"USA, Denmark, Australia",English,6.0,123.081555,56.0,60.0
Intruder,2016,"Horror, Mystery, Thriller",88,USA,English,3.3,0.128788,23.0,33.0
Moms' Night Out,2014,Comedy,98,USA,English,5.4,10.536956,20.0,54.0
Criminal,2016,"Action, Sci-Fi, Thriller",113,"USA, UK, Bulgaria","English, French, Russian",6.3,38.803993,30.0,63.0
Stonewall,2015,"Drama, History",129,USA,English,5.2,0.292669,9.0,52.0
Iron Sky: The Coming Race,2019,"Action, Adventure, Comedy",93,"Finland, Germany, Belgium","English, German",5.0,0.4009,29.0,50.0
Club Life,2015,Drama,87,USA,English,4.8,0.219229,20.0,48.0
The Jungle Book,2016,"Adventure, Drama, Family",106,"UK, USA",English,7.4,966.552003,94.0,74.0
Mortdecai,2015,"Action, Adventure, Comedy",107,"UK, USA",English,5.5,47.275695,12.0,55.0
Before I Disappear,2014,Drama,93,"USA, UK",English,7.2,0.010078,37.0,72.0
Inferno,2016,"Action, Adventure, Crime",121,"USA, Hungary","English, French, Italian, Turkish",6.2,220.021259,23.0,62.0
The Conjuring 2,2016,"Horror, Mystery, Thriller",134,"Canada, USA, UK",English,7.3,320.392818,80.0,73.0
The Forbidden Room,2015,"Comedy, Mystery",130,Canada,English,6.1,0.048082,96.0,61.0
Love & Friendship,2016,"Comedy, Drama, Romance",90,"Ireland, France, Netherlands","English, French",6.4,21.401949,97.0,64.0
Creed,2015,"Drama, Sport",133,USA,"English, Spanish",7.6,173.567581,95.0,76.0
Suffragette,2015,"Drama, History",106,"UK, France",English,6.9,31.972096,73.0,69.0
Spy,2015,"Action, Comedy, Crime",120,"USA, UK, France, Hungary, Germany","English, French, Italian, German, Hungarian",7.0,235.666219,95.0,70.0
Kelly & Cal,2014,"Comedy, Drama",111,USA,English,6.2,0.017702,71.0,62.0
Kickboxer: Vengeance,2016,"Action, Crime, Drama",90,USA,English,4.9,0.287779,39.0,49.0
Listen Up Philip,2014,"Comedy, Drama",108,"USA, Greece","English, French",6.3,0.214344,82.0,63.0
Echoes of War,2015,"Drama, Thriller, Western",100,USA,English,5.4,0.007615,31.0,54.0
Tusk,2014,"Comedy, Drama, Horror",102,"Canada, USA",English,5.3,1.882074,45.0,53.0
Ghoul,2015,"Horror, Thriller",86,"Czech Republic, Ukraine",English,4.5,1.200097,25.0,45.0
The Masked Saint,2016,"Action, Biography, Crime",105,Canada,English,4.7,0.182695,14.0,47.0
Crazy Rich Asians,2018,"Comedy, Drama, Romance",120,USA,"English, Mandarin, Cantonese, Hokkien, French, Malay",6.9,238.538736,91.0,69.0
Believe Me,2014,"Comedy, Drama",93,USA,English,5.0,0.023419,40.0,50.0
Road Hard,2015,Comedy,98,USA,English,6.1,0.113169,50.0,61.0
Now You See Me 2,2016,"Action, Adventure, Comedy",129,"France, USA","English, Mandarin, Cantonese",6.5,334.897606,33.0,65.0
Nasty Baby,2015,Drama,101,"USA, Chile","English, Spanish",5.7,0.080772,68.0,57.0
Beyond the Lights,2014,"Drama, Music, Romance",116,USA,English,6.9,14.618727,84.0,69.0
Into the Ashes,2019,"Crime, Drama, Mystery",98,USA,English,5.4,0.009687,26.0,54.0
Scoob!,2020,"Animation, Adventure, Comedy",93,USA,English,5.7,18.5,48.0,57.0
Trainwreck,2015,"Comedy, Drama, Romance",125,"USA, Japan","English, Mandarin",6.2,140.795793,85.0,62.0
Partisan,2015,"Drama, Thriller",94,"Australia, USA",English,5.8,0.072151,58.0,58.0
Rock the Kasbah,2015,"Comedy, Music, War",106,USA,English,5.5,3.394174,7.0,55.0
Sleeping with Other People,2015,"Comedy, Drama, Romance",101,USA,English,6.5,3.224947,63.0,65.0
Mr. Holmes,2015,"Drama, Mystery",104,"UK, USA","English, Japanese, French",6.9,29.355203,88.0,69.0
Pride,2014,"Biography, Comedy, Drama",119,"UK, France, USA","English, Welsh",7.8,16.775629,91.0,78.0
Room,2015,"Drama, Thriller",118,"Canada, Ireland, UK, USA",English,8.1,35.401758,93.0,81.0
Undrafted,2016,"Comedy, Drama, Sport",90,USA,English,6.4,0.005777,25.0,64.0
"No Pay, Nudity",2016,"Comedy, Drama",92,USA,English,5.8,0.020017,71.0,58.0
Honeymoon,2014,"Horror, Mystery, Thriller",87,USA,English,5.7,0.024343,75.0,57.0
"Men, Women & Children",2014,"Comedy, Drama",119,USA,English,6.7,1.705908,34.0,67.0
Momentum,2015,"Action, Crime, Thriller",96,"South Africa, USA",English,5.5,0.789406,26.0,55.0
The Boy Next Door,2015,"Horror, Thriller",91,USA,English,4.7,52.425855,12.0,47.0
Bitter Harvest,2017,"Drama, History, Romance",103,"Canada, UK","English, Ukrainian",6.0,0.904399,15.0,60.0
Fantastic Beasts and Where to Find Them,2016,"Adventure, Family, Fantasy",132,"UK, USA","English, Khmer",7.3,814.038508,74.0,73.0
Insidious: Chapter 3,2015,"Horror, Mystery, Thriller",97,"Canada, UK, USA",English,6.1,112.983889,57.0,61.0
Extinction,2018,"Action, Drama, Sci-Fi",95,USA,English,5.8,1.451864,33.0,58.0
Reclaim,2014,"Action, Crime, Drama",96,"China, Malaysia, USA",English,5.2,0.129822,0.0,52.0
Bad Samaritan,2018,"Crime, Horror, Thriller",110,USA,English,6.4,4.623836,53.0,64.0
Trumbo,2015,"Biography, Drama",124,USA,English,7.5,11.430025,74.0,75.0
The Dinner,2017,"Crime, Drama, Thriller",120,USA,English,4.5,2.544921,46.0,45.0
Pulling Strings,2013,"Comedy, Romance",111,Mexico,"English, Spanish",6.0,13.725819,58.0,60.0
Slow West,2015,"Action, Adventure, Drama",84,"UK, New Zealand","English, French",6.9,1.295574,92.0,69.0
Black '47,2018,"Action, Drama",100,"Ireland, Luxembourg","English, Irish",6.8,2.073063,78.0,68.0
I Am Wrath,2016,"Action, Crime, Drama",92,USA,English,5.4,0.228631,11.0,54.0
Incarnate,2016,"Horror, Thriller",87,USA,English,5.3,9.037058,17.0,53.0
Risen,2016,"Action, Drama, History",107,USA,English,6.3,46.432579,53.0,63.0
Spare Parts,2015,Drama,114,"USA, Mexico","English, Spanish",7.3,3.701281,56.0,73.0
I'll See You in My Dreams,2015,"Comedy, Drama, Romance",92,USA,English,6.7,7.452512,93.0,67.0
Bleeding Heart,2015,Drama,80,USA,English,5.1,0.010815,43.0,51.0
Survivor,2015,"Action, Crime, Thriller",96,"USA, UK","English, Pushto, Mandarin",5.6,3.8391,8.0,56.0
The Bounce Back,2016,"Comedy, Romance",104,USA,English,5.1,0.421404,67.0,51.0
Loving Vincent,2017,"Animation, Biography, Crime",94,"Poland, UK, USA, Switzerland, Netherlands",English,7.8,42.187665,85.0,78.0
Sully,2016,"Biography, Drama",96,USA,English,7.4,240.797623,85.0,74.0
Any Day,2015,"Drama, Romance, Thriller",100,USA,English,5.0,0.007469,0.0,50.0
Crown Heights,2017,"Biography, Crime, Drama",94,USA,English,6.5,0.238558,77.0,65.0
Captive,2015,"Action, Crime, Drama",97,"USA, Mexico",English,5.4,2.801508,27.0,54.0
Heist,2015,"Action, Crime, Drama",93,USA,English,6.1,3.777046,29.0,61.0
Domino,2019,"Action, Crime, Thriller",89,"Denmark, France, Belgium, Italy, Netherlands, USA, UK","Arabic, French, English",4.4,0.317776,33.0,44.0
Land Ho!,2014,"Adventure, Comedy",95,"Iceland, USA",English,5.9,0.727594,82.0,59.0
Jenny's Wedding,2015,"Comedy, Drama, Romance",94,USA,English,5.5,0.042927,25.0,55.0
Welcome to Marwen,2018,"Biography, Comedy, Drama",116,"Japan, USA","English, German, French, Russian",6.2,13.061491,34.0,62.0
The Autopsy of Jane Doe,2016,"Horror, Mystery, Thriller",86,UK,English,6.8,6.170043,87.0,68.0
London Has Fallen,2016,"Action, Thriller",99,"UK, Bulgaria, USA","English, Italian, French, Japanese",5.9,205.754447,28.0,59.0
Hellions,2015,"Drama, Horror, Thriller",80,Canada,English,4.2,0.014485,27.0,42.0
Be Afraid,2017,"Horror, Sci-Fi, Thriller",99,USA,English,4.8,0.161172,17.0,48.0
Youth,2015,"Comedy, Drama, Music",124,"Italy, France, UK, Switzerland","English, Spanish, Swiss German",7.3,23.459358,72.0,73.0
Logan,2017,"Action, Drama, Sci-Fi",137,USA,"English, Spanish",8.1,619.021436,93.0,81.0
American Ultra,2015,"Action, Comedy",96,"USA, Switzerland","English, Mandarin",6.1,27.262374,43.0,61.0
Concussion,2015,"Biography, Drama, Sport",123,"UK, Australia, USA",English,7.1,48.623572,59.0,71.0
XX,2017,Horror,80,"Canada, USA, Mexico",English,4.5,0.055668,70.0,45.0
Annabelle,2014,"Horror, Mystery, Thriller",99,USA,English,5.4,257.047661,29.0,54.0
Pan,2015,"Adventure, Comedy, Family",111,"USA, UK, Australia",English,5.7,128.38832,27.0,57.0
Berlin Syndrome,2017,"Drama, Horror, Mystery",116,Australia,"English, German, Russian",6.3,0.397783,75.0,63.0
